shot_id_number,is_goal,remaining_min,power_of_shot,knockout_match,distance_of_shot,game_season,area_of_shot,shot_basics,range_of_shot,home/away,type_of_shot
15856.0,0.0,10.5,2.0,0,44.0,2009-10,Center(C),Mid Range,24+ ft.,0,shot - 17
15857.0,,9.53,2.0,0,36.0,2009-10,Left Side Center(LC),Mid Range,16-24 ft.,0,Shot - 3
15858.0,0.0,3.17,2.0,0,43.0,2009-10,Left Side Center(LC),Penalty Spot,24+ ft.,0,shot - 49
15859.0,0.0,2.25,2.0,0,22.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,shot - 4
15860.0,1.0,0.87,2.0,0,33.0,2009-10,Right Side(R),Mid Range,8-16 ft.,0,shot - 31
15861.0,1.0,0.52,2.0,0,40.0,2009-10,Right Side Center(RC),Mid Range,16-24 ft.,0,Shot - 3
15862.0,1.0,0.02,2.0,0,36.0,2009-10,Right Side Center(RC),Mid Range,16-24 ft.,0,Shot - 3
15863.0,,9.9,3.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,Shot - 1
15864.0,1.0,9.78,3.0,0,42.0,2009-10,Left Side(L),Left Corner,24+ ft.,0,Shot - 3
15865.0,1.0,5.77,3.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,shot - 32
15866.0,0.0,1.73,3.0,0,29.0,2009-10,Right Side(R),Mid Range,8-16 ft.,0,Shot - 3
15867.0,0.0,0.03,3.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,Shot - 4
15868.0,,5.7,4.0,0,31.0,2009-10,Center(C),Goal Line,8-16 ft.,0,Shot - 3
15869.0,,4.93,4.0,0,35.0,2009-10,Center(C),Goal Line,Less Than 8 ft.,0,shot - 9
15870.0,0.0,4.27,4.0,0,25.0,2009-10,Center(C),Goal Line,Less Than 8 ft.,0,Shot - 3
15871.0,1.0,1.77,4.0,0,32.0,2009-10,Left Side(L),Mid Range,8-16 ft.,0,Shot - 3
15872.0,,1.0,4.0,0,39.0,2009-10,Left Side(L),Mid Range,16-24 ft.,0,Shot - 3
15873.0,,0.2,4.0,0,42.0,2009-10,Right Side(R),Right Corner,24+ ft.,0,Shot - 3
15874.0,0.0,0.0,4.0,0,46.0,2009-10,Right Side Center(RC),Penalty Spot,24+ ft.,0,Shot - 3
15875.0,0.0,9.83,1.0,0,45.0,2009-10,Center(C),Penalty Spot,24+ ft.,0,shot - 15
15876.0,,5.47,1.0,0,35.0,2009-10,Center(C),Goal Line,Less Than 8 ft.,0,Shot - 3
15877.0,1.0,3.07,1.0,0,47.0,2009-10,Left Side Center(LC),Penalty Spot,24+ ft.,0,Shot - 3
15878.0,,0.0,1.0,0,35.0,2009-10,Right Side(R),Mid Range,16-24 ft.,0,Shot - 3
15879.0,1.0,3.18,2.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,shot - 4
15880.0,0.0,5.78,2.0,0,45.0,2009-10,Right Side Center(RC),Penalty Spot,24+ ft.,0,Shot - 3
15881.0,0.0,0.0,2.0,0,28.0,2009-10,Left Side(L),Goal Line,8-16 ft.,0,shot - 28
15882.0,1.0,5.63,3.0,0,34.0,2009-10,Left Side(L),Mid Range,8-16 ft.,0,Shot - 0
15883.0,,4.88,3.0,0,25.0,2009-10,Center(C),Goal Line,Less Than 8 ft.,0,Shot - 0
15884.0,,2.47,3.0,0,30.0,2009-10,Left Side(L),Mid Range,8-16 ft.,0,Shot - 3
15885.0,,2.17,3.0,0,34.0,2009-10,Left Side(L),Mid Range,8-16 ft.,0,shot - 52
15886.0,,0.38,3.0,0,44.0,2009-10,Center(C),Penalty Spot,24+ ft.,0,Shot - 3
15887.0,0.0,0.0,3.0,0,47.0,2009-10,Right Side Center(RC),Penalty Spot,24+ ft.,0,shot - 27
15888.0,1.0,4.37,4.0,0,44.0,2009-10,Left Side Center(LC),Mid Range,24+ ft.,0,shot - 36
15889.0,0.0,3.67,4.0,0,45.0,2009-10,Left Side(L),Left Corner,24+ ft.,0,shot - 36
15890.0,1.0,10.73,1.0,0,21.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,shot - 29
15891.0,,8.57,1.0,0,41.0,2009-10,Center(C),Mid Range,16-24 ft.,0,shot - 17
15892.0,1.0,5.72,1.0,0,43.0,2009-10,Left Side Center(LC),Mid Range,16-24 ft.,0,shot - 46
15893.0,1.0,4.72,1.0,0,21.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,shot - 4
15894.0,,4.4,1.0,0,39.0,2009-10,Right Side(R),Mid Range,16-24 ft.,0,shot - 17
15895.0,0.0,0.85,2.0,0,36.0,2009-10,Left Side Center(LC),Mid Range,16-24 ft.,0,Shot - 3
15896.0,1.0,8.27,3.0,0,45.0,2009-10,Right Side Center(RC),Penalty Spot,24+ ft.,0,Shot - 3
15897.0,1.0,7.2,3.0,0,45.0,2009-10,Right Side Center(RC),Penalty Spot,Less Than 8 ft.,0,Shot - 3
15898.0,,6.47,3.0,0,42.0,2009-10,Right Side Center(RC),Mid Range,16-24 ft.,0,Shot - 3
15899.0,1.0,5.0,3.0,0,36.0,2009-10,Left Side(L),Mid Range,16-24 ft.,0,Shot - 3
15900.0,,0.45,3.0,0,36.0,2009-10,Left Side(L),Mid Range,16-24 ft.,0,shot - 36
15901.0,0.0,0.0,3.0,0,84.0,2009-10,Mid Ground(MG),Mid Ground Line,Back Court Shot,0,shot - 9
15902.0,1.0,11.03,3.0,0,24.0,2009-10,Center(C),Goal Line,Less Than 8 ft.,0,shot - 27
15903.0,0.0,10.7,4.0,0,32.0,2009-10,Right Side(R),Goal Line,8-16 ft.,0,shot - 21
15904.0,1.0,3.92,4.0,0,43.0,2009-10,Right Side(R),Right Corner,24+ ft.,0,Shot - 3
15905.0,0.0,8.97,1.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,shot - 39
15906.0,0.0,5.78,1.0,0,44.0,2009-10,Center(C),Penalty Spot,24+ ft.,0,shot - 36
15907.0,0.0,11.12,2.0,0,35.0,2009-10,Left Side(L),Goal Line,8-16 ft.,0,Shot - 3
15908.0,1.0,8.75,2.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,shot - 56
15909.0,0.0,8.17,2.0,0,38.0,2009-10,Left Side(L),Mid Range,16-24 ft.,0,shot - 9
15910.0,0.0,5.47,2.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,Shot - 4
15911.0,0.0,3.97,2.0,0,44.0,2009-10,Right Side(R),Right Corner,24+ ft.,0,Shot - 3
15912.0,,11.73,3.0,0,34.0,2009-10,Right Side(R),Mid Range,8-16 ft.,0,Shot - 3
15913.0,1.0,10.77,3.0,0,34.0,2009-10,Left Side(L),Goal Line,8-16 ft.,0,shot - 38
15914.0,0.0,5.38,3.0,0,37.0,2009-10,Right Side Center(RC),Mid Range,16-24 ft.,0,shot - 21
15915.0,1.0,6.55,3.0,0,32.0,2009-10,Right Side(R),Mid Range,8-16 ft.,0,Shot - 3
15916.0,0.0,4.43,3.0,0,39.0,2009-10,Left Side Center(LC),Mid Range,16-24 ft.,0,shot - 29
15917.0,1.0,1.72,3.0,0,35.0,2009-10,Right Side(R),Mid Range,Less Than 8 ft.,0,shot - 17
15918.0,1.0,5.62,3.0,0,35.0,2009-10,Center(C),Mid Range,8-16 ft.,0,Shot - 3
15919.0,1.0,11.5,4.0,0,37.0,2009-10,Left Side Center(LC),Mid Range,16-24 ft.,0,Shot - 3
15920.0,1.0,10.25,4.0,0,33.0,2009-10,Right Side(R),Mid Range,8-16 ft.,0,shot - 31
15921.0,1.0,9.95,4.0,0,38.0,2009-10,Center(C),Mid Range,16-24 ft.,0,Shot - 3
15922.0,0.0,8.75,4.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,shot - 39
15923.0,1.0,5.83,4.0,0,33.0,2009-10,Center(C),Goal Line,8-16 ft.,0,shot - 33
15924.0,0.0,5.08,4.0,0,37.0,2009-10,Left Side Center(LC),Mid Range,16-24 ft.,0,shot - 1
15925.0,0.0,3.62,4.0,0,46.0,2009-10,Right Side Center(RC),Penalty Spot,24+ ft.,0,shot - 10
15926.0,0.0,1.23,4.0,0,45.0,2009-10,Right Side Center(RC),Penalty Spot,24+ ft.,0,shot - 10
15927.0,1.0,8.63,1.0,0,27.0,2009-10,Center(C),Goal Line,Less Than 8 ft.,0,Shot - 3
15928.0,1.0,6.67,1.0,0,36.0,2009-10,Right Side Center(RC),Mid Range,16-24 ft.,0,Shot - 3
15929.0,1.0,5.12,1.0,0,44.0,2009-10,Left Side Center(LC),Penalty Spot,24+ ft.,0,shot - 18
15930.0,0.0,0.0,1.0,0,45.0,2009-10,Left Side Center(LC),Penalty Spot,24+ ft.,0,Shot - 3
15931.0,,6.83,2.0,0,30.0,2009-10,Left Side(L),Mid Range,8-16 ft.,0,Shot - 3
15932.0,,5.83,2.0,0,34.0,2009-10,Right Side(R),Mid Range,8-16 ft.,0,shot - 22
15933.0,0.0,5.47,2.0,0,22.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,Shot - 4
15934.0,0.0,2.37,2.0,0,44.0,2009-10,Left Side Center(LC),Penalty Spot,24+ ft.,0,shot - 13
15935.0,1.0,2.27,2.0,0,24.0,2009-10,Center(C),Goal Line,Less Than 8 ft.,0,Shot - 2
15936.0,0.0,1.28,2.0,0,29.0,2009-10,Left Side(L),Goal Line,8-16 ft.,0,shot - 35
15937.0,,0.02,2.0,0,26.0,2009-10,Center(C),Mid Range,Less Than 8 ft.,0,Shot - 3
15938.0,1.0,6.17,3.0,0,29.0,2009-10,Right Side(R),Mid Range,8-16 ft.,0,Shot - 3
15939.0,1.0,0.28,3.0,0,35.0,2009-10,Left Side(L),Mid Range,8-16 ft.,0,Shot - 3
15940.0,,5.73,4.0,0,41.0,2009-10,Center(C),Mid Range,16-24 ft.,0,Shot - 3
15941.0,0.0,8.95,4.0,0,36.0,2009-10,Center(C),Mid Range,16-24 ft.,0,shot - 22
15942.0,0.0,8.0,4.0,0,36.0,2009-10,Center(C),Mid Range,16-24 ft.,0,Shot - 3
15943.0,1.0,7.47,4.0,0,31.0,2009-10,Left Side(L),Goal Line,8-16 ft.,0,shot - 44
15944.0,,5.05,4.0,0,33.0,2009-10,Left Side(L),Mid Range,8-16 ft.,0,Shot - 3
15945.0,,2.15,4.0,0,38.0,2009-10,Left Side Center(LC),Mid Range,Less Than 8 ft.,0,Shot - 3
15946.0,1.0,0.12,3.0,0,35.0,2009-10,Center(C),Mid Range,8-16 ft.,0,Shot - 3
15947.0,0.0,9.97,1.0,0,30.0,2009-10,Center(C),Goal Line,8-16 ft.,0,Shot - 3
15948.0,0.0,9.52,1.0,0,32.0,2009-10,Center(C),Goal Line,8-16 ft.,0,shot - 18
15949.0,,9.17,1.0,0,39.0,2009-10,Center(C),Mid Range,16-24 ft.,0,Shot - 3
15950.0,1.0,5.33,1.0,0,33.0,2009-10,Right Side(R),Mid Range,8-16 ft.,0,Shot - 3
15951.0,1.0,4.72,1.0,0,38.0,2009-10,Center(C),Mid Range,16-24 ft.,0,shot - 20
15952.0,0.0,4.47,3.0,0,42.0,2009-10,Right Side(R),Right Corner,24+ ft.,0,shot - 1
15953.0,0.0,3.15,1.0,0,29.0,2009-10,Right Side(R),Mid Range,8-16 ft.,0,shot - 3
15954.0,1.0,1.73,1.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,Shot - 4
15955.0,1.0,0.0,3.0,0,44.0,2009-10,Right Side Center(RC),Penalty Spot,24+ ft.,0,shot - 10
15956.0,0.0,4.82,2.0,0,37.0,2009-10,Right Side(R),Mid Range,16-24 ft.,0,shot - 28
15957.0,0.0,3.3,2.0,0,46.0,2009-10,Center(C),Penalty Spot,24+ ft.,0,shot - 45
15958.0,1.0,2.85,2.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,Shot - 4
15959.0,1.0,2.18,2.0,0,33.0,2009-10,Left Side(L),Mid Range,8-16 ft.,0,shot - 38
15960.0,,5.03,2.0,0,40.0,2009-10,Right Side Center(RC),Mid Range,16-24 ft.,0,shot - 17
15961.0,0.0,11.73,3.0,0,29.0,2009-10,Center(C),Goal Line,8-16 ft.,0,shot - 15
15962.0,0.0,11.12,3.0,0,37.0,2009-10,Center(C),Mid Range,16-24 ft.,0,Shot - 3
15963.0,,7.97,3.0,0,36.0,2009-10,Left Side Center(LC),Mid Range,16-24 ft.,0,shot - 17
15964.0,1.0,5.5,3.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,Shot - 4
15965.0,1.0,4.62,3.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,Shot - 1
15966.0,1.0,4.23,3.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,shot - 56
15967.0,1.0,1.95,3.0,0,45.0,2009-10,Left Side Center(LC),Mid Range,24+ ft.,0,Shot - 3
15968.0,1.0,11.22,4.0,0,34.0,2009-10,Right Side(R),Mid Range,Less Than 8 ft.,0,shot - 17
15969.0,1.0,5.52,4.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,Shot - 4
15970.0,,4.93,4.0,0,43.0,2009-10,Right Side(R),Right Corner,24+ ft.,0,Shot - 3
15971.0,0.0,3.75,4.0,0,37.0,2009-10,Right Side(R),Mid Range,16-24 ft.,0,Shot - 3
15972.0,0.0,5.87,4.0,0,45.0,2009-10,Center(C),Mid Range,24+ ft.,0,Shot - 3
15973.0,1.0,0.78,4.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,Shot - 4
15974.0,1.0,0.38,4.0,0,44.0,2009-10,Center(C),Penalty Spot,24+ ft.,0,shot - 3
15975.0,0.0,4.9,1.0,0,47.0,2009-10,Right Side Center(RC),Penalty Spot,24+ ft.,1,Shot - 3
15976.0,0.0,2.42,1.0,0,41.0,2009-10,Right Side Center(RC),Mid Range,16-24 ft.,1,Shot - 3
15977.0,,1.88,1.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,1,shot - 39
15978.0,0.0,0.62,1.0,0,47.0,2009-10,Right Side Center(RC),Penalty Spot,24+ ft.,1,Shot - 3
15979.0,0.0,11.57,2.0,0,38.0,2009-10,Right Side Center(RC),Mid Range,16-24 ft.,1,Shot - 3
15980.0,1.0,2.08,2.0,0,46.0,2009-10,Right Side Center(RC),Penalty Spot,24+ ft.,1,Shot - 3
15981.0,0.0,0.78,2.0,0,34.0,2009-10,Center(C),Mid Range,Less Than 8 ft.,1,Shot - 3
15982.0,,11.23,3.0,0,47.0,2009-10,Center(C),Penalty Spot,24+ ft.,1,Shot - 3
15983.0,1.0,9.63,3.0,0,32.0,2009-10,Left Side(L),Mid Range,8-16 ft.,1,Shot - 3
15984.0,0.0,7.25,3.0,0,32.0,2009-10,Left Side(L),Goal Line,8-16 ft.,1,shot - 46
15985.0,,5.1,3.0,0,39.0,2009-10,Center(C),Mid Range,16-24 ft.,1,shot - 7
15986.0,0.0,0.32,4.0,0,46.0,2009-10,Center(C),Penalty Spot,24+ ft.,1,shot - 36
15987.0,1.0,9.3,1.0,0,35.0,2009-10,Left Side Center(LC),Mid Range,16-24 ft.,1,Shot - 3
15988.0,1.0,8.52,1.0,0,46.0,2009-10,Left Side Center(LC),Penalty Spot,24+ ft.,1,Shot - 3
15989.0,0.0,7.73,3.0,0,38.0,2009-10,Right Side Center(RC),Mid Range,16-24 ft.,1,Shot - 3
15990.0,1.0,6.27,3.0,0,32.0,2009-10,Right Side(R),Mid Range,8-16 ft.,1,shot - 15
15991.0,1.0,5.6,1.0,0,45.0,2009-10,Right Side Center(RC),Penalty Spot,24+ ft.,1,Shot - 3
15992.0,1.0,5.28,1.0,0,45.0,2009-10,Center(C),Penalty Spot,24+ ft.,1,Shot - 3
15993.0,0.0,0.33,1.0,0,46.0,2009-10,Left Side Center(LC),Penalty Spot,24+ ft.,1,shot - 25
15994.0,0.0,0.0,1.0,0,47.0,2009-10,Right Side Center(RC),Penalty Spot,24+ ft.,1,shot - 9
15995.0,,10.47,2.0,0,41.0,2009-10,Right Side(R),Mid Range,16-24 ft.,1,shot - 36
15996.0,1.0,9.0,2.0,0,45.0,2009-10,Right Side Center(RC),Mid Range,24+ ft.,1,Shot - 3
15997.0,0.0,4.08,2.0,0,38.0,2009-10,Right Side(R),Mid Range,16-24 ft.,1,Shot - 3
15998.0,1.0,2.58,2.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,1,shot - 39
15999.0,0.0,11.4,3.0,0,47.0,2009-10,Center(C),Penalty Spot,24+ ft.,1,Shot - 3
16000.0,0.0,6.93,3.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,1,shot - 39
16001.0,1.0,5.25,3.0,0,26.0,2009-10,Center(C),Goal Line,Less Than 8 ft.,1,shot - 47
16002.0,1.0,4.62,3.0,0,35.0,2009-10,Center(C),Goal Line,8-16 ft.,1,shot - 8
16003.0,0.0,10.3,4.0,0,37.0,2009-10,Left Side(L),Mid Range,16-24 ft.,1,Shot - 3
16004.0,,8.25,4.0,0,34.0,2009-10,Left Side(L),Mid Range,8-16 ft.,1,shot - 5
16005.0,,4.32,4.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,1,Shot - 4
16006.0,,3.8,4.0,0,30.0,2009-10,Center(C),Goal Line,Less Than 8 ft.,1,shot - 44
16007.0,0.0,3.3,4.0,0,46.0,2009-10,Right Side Center(RC),Penalty Spot,24+ ft.,1,shot - 48
16008.0,0.0,5.67,4.0,0,32.0,2009-10,Left Side(L),Mid Range,8-16 ft.,1,shot - 36
16009.0,1.0,5.73,3.0,0,44.0,2009-10,Left Side Center(LC),Penalty Spot,24+ ft.,0,shot - 46
16010.0,0.0,5.48,1.0,0,29.0,2009-10,Center(C),Goal Line,8-16 ft.,0,shot - 5
16011.0,,4.33,1.0,0,26.0,2009-10,Center(C),Goal Line,Less Than 8 ft.,0,shot - 5
16012.0,1.0,3.5,1.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,shot - 56
16013.0,1.0,3.25,1.0,0,20.0,2009-10,Center(C),Mid Range,Less Than 8 ft.,0,Shot - 1
16014.0,1.0,5.75,2.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,shot - 4
16015.0,1.0,3.47,2.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,shot - 12
16016.0,1.0,2.08,2.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,shot - 4
16017.0,1.0,0.88,2.0,0,39.0,2009-10,Right Side Center(RC),Mid Range,16-24 ft.,0,Shot - 3
16018.0,1.0,10.57,3.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,shot - 39
16019.0,,8.78,3.0,0,20.0,2009-10,Center(C),Mid Range,Less Than 8 ft.,0,shot - 46
16020.0,1.0,3.85,3.0,0,32.0,2009-10,Center(C),Goal Line,8-16 ft.,0,Shot - 3
16021.0,,2.12,3.0,0,35.0,2009-10,Right Side(R),Right Corner,24+ ft.,0,shot - 42
16022.0,1.0,5.37,4.0,0,35.0,2009-10,Left Side(L),Mid Range,8-16 ft.,0,shot - 43
16023.0,1.0,2.37,4.0,0,41.0,2009-10,Left Side Center(LC),Mid Range,16-24 ft.,0,shot - 0
16024.0,0.0,1.42,4.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,shot - 39
16025.0,1.0,0.9,4.0,0,45.0,2009-10,Right Side Center(RC),Penalty Spot,24+ ft.,0,Shot - 3
16026.0,0.0,0.15,4.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,Shot - 4
16027.0,1.0,0.47,4.0,0,35.0,2009-10,Right Side Center(RC),Penalty Spot,24+ ft.,0,Shot - 3
16028.0,0.0,7.92,1.0,0,33.0,2009-10,Right Side(R),Mid Range,8-16 ft.,0,shot - 38
16029.0,0.0,4.67,1.0,0,33.0,2009-10,Left Side(L),Mid Range,8-16 ft.,0,shot - 15
16030.0,0.0,2.68,1.0,0,32.0,2009-10,Center(C),Goal Line,8-16 ft.,0,shot - 38
16031.0,0.0,2.23,1.0,0,38.0,2009-10,Right Side Center(RC),Mid Range,16-24 ft.,0,Shot - 3
16032.0,0.0,1.47,3.0,0,29.0,2009-10,Left Side(L),Mid Range,8-16 ft.,0,shot - 2
16033.0,1.0,3.42,2.0,0,32.0,2009-10,Right Side(R),Mid Range,8-16 ft.,0,Shot - 3
16034.0,,2.97,2.0,0,32.0,2009-10,Center(C),Goal Line,Less Than 8 ft.,0,shot - 31
16035.0,0.0,2.45,2.0,0,44.0,2009-10,Left Side Center(LC),Penalty Spot,24+ ft.,0,Shot - 3
16036.0,1.0,1.45,2.0,0,20.0,2009-10,Center(C),Mid Range,Less Than 8 ft.,0,shot - 4
16037.0,0.0,5.73,2.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,Shot - 4
16038.0,0.0,0.32,2.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,Shot - 4
16039.0,0.0,11.43,3.0,0,34.0,2009-10,Center(C),Mid Range,8-16 ft.,0,Shot - 3
16040.0,0.0,9.92,3.0,0,29.0,2009-10,Left Side(L),Goal Line,8-16 ft.,0,Shot - 3
16041.0,1.0,8.77,3.0,0,35.0,2009-10,Right Side(R),Mid Range,8-16 ft.,0,Shot - 3
16042.0,1.0,7.92,3.0,0,39.0,2009-10,Left Side Center(LC),Mid Range,16-24 ft.,0,Shot - 3
16043.0,1.0,6.88,3.0,0,30.0,2009-10,Right Side(R),Mid Range,8-16 ft.,0,Shot - 3
16044.0,1.0,5.9,3.0,0,40.0,2009-10,Center(C),Mid Range,16-24 ft.,0,Shot - 3
16045.0,0.0,9.42,4.0,0,29.0,2009-10,Right Side(R),Mid Range,8-16 ft.,0,shot - 27
16046.0,1.0,4.87,4.0,0,28.0,2009-10,Center(C),Goal Line,8-16 ft.,0,shot - 15
16047.0,0.0,3.62,4.0,0,46.0,2009-10,Center(C),Penalty Spot,24+ ft.,0,shot - 52
16048.0,0.0,2.47,4.0,0,32.0,2009-10,Left Side(L),Mid Range,8-16 ft.,0,shot - 53
16049.0,1.0,0.95,4.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,0,shot - 4
16050.0,0.0,0.42,4.0,0,44.0,2009-10,Left Side Center(LC),Penalty Spot,24+ ft.,0,shot - 27
16051.0,,4.83,1.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,1,shot - 26
16052.0,0.0,2.12,1.0,0,37.0,2009-10,Right Side(R),Mid Range,16-24 ft.,1,Shot - 3
16053.0,1.0,4.8,2.0,0,23.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,1,Shot - 4
16054.0,0.0,5.1,2.0,0,27.0,2009-10,Center(C),Goal Line,Less Than 8 ft.,1,shot - 13
16055.0,0.0,4.07,3.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,1,Shot - 4
16056.0,0.0,5.87,3.0,0,35.0,2009-10,Right Side(R),Mid Range,8-16 ft.,1,shot - 53
16057.0,1.0,10.47,3.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,1,shot - 39
16058.0,1.0,9.47,3.0,0,20.0,2009-10,Center(C),Mid Range,Less Than 8 ft.,1,Shot - 4
16059.0,0.0,6.4,3.0,0,45.0,2009-10,Right Side Center(RC),Penalty Spot,24+ ft.,1,Shot - 3
16060.0,,5.27,3.0,0,25.0,2009-10,Center(C),Goal Line,Less Than 8 ft.,1,shot - 28
16061.0,1.0,4.33,3.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,1,Shot - 4
16062.0,1.0,2.47,3.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,1,shot - 4
16063.0,0.0,10.68,4.0,0,31.0,2009-10,Center(C),Goal Line,8-16 ft.,1,shot - 36
16064.0,0.0,8.23,4.0,0,41.0,2009-10,Right Side Center(RC),Mid Range,16-24 ft.,1,shot - 48
16065.0,,7.45,4.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,1,shot - 39
16066.0,,5.72,4.0,0,34.0,2009-10,Left Side(L),Mid Range,8-16 ft.,1,Shot - 3
16067.0,1.0,5.47,1.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,1,shot - 4
16068.0,0.0,4.47,1.0,0,28.0,2009-10,Center(C),Goal Line,8-16 ft.,1,Shot - 3
16069.0,0.0,5.3,1.0,0,38.0,2009-10,Center(C),Mid Range,16-24 ft.,1,Shot - 3
16070.0,,0.75,1.0,0,42.0,2009-10,Right Side Center(RC),Mid Range,16-24 ft.,1,shot - 20
16071.0,0.0,11.03,2.0,0,38.0,2009-10,Left Side Center(LC),Mid Range,16-24 ft.,1,shot - 25
16072.0,0.0,11.35,3.0,0,41.0,2009-10,Right Side Center(RC),Mid Range,16-24 ft.,1,shot - 23
16073.0,0.0,3.78,3.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,1,shot - 39
16074.0,0.0,3.67,3.0,0,20.0,2009-10,Center(C),Mid Range,Less Than 8 ft.,1,shot - 39
16075.0,0.0,3.33,3.0,0,46.0,2009-10,Right Side Center(RC),Penalty Spot,Less Than 8 ft.,1,Shot - 3
16076.0,,10.43,3.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,1,shot - 39
16077.0,1.0,8.23,4.0,0,28.0,2009-10,Right Side(R),Mid Range,8-16 ft.,1,Shot - 3
16078.0,0.0,5.47,4.0,0,33.0,2009-10,Center(C),Goal Line,Less Than 8 ft.,1,Shot - 3
16079.0,1.0,5.33,4.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,1,shot - 39
16080.0,0.0,3.42,4.0,0,37.0,2009-10,Right Side Center(RC),Mid Range,16-24 ft.,1,shot - 1
16081.0,0.0,1.93,4.0,0,39.0,2009-10,Right Side(R),Mid Range,16-24 ft.,1,Shot - 3
16082.0,0.0,0.87,4.0,0,33.0,2009-10,Right Side(R),Goal Line,8-16 ft.,1,shot - 18
16083.0,0.0,0.38,4.0,0,47.0,2009-10,Right Side Center(RC),Penalty Spot,24+ ft.,1,shot - 51
16084.0,0.0,9.65,1.0,0,26.0,2009-10,Center(C),Goal Line,Less Than 8 ft.,1,shot - 38
16085.0,0.0,9.1,1.0,0,45.0,2009-10,Left Side Center(LC),Penalty Spot,24+ ft.,1,shot - 50
16086.0,0.0,5.5,1.0,0,34.0,2009-10,Right Side(R),Mid Range,8-16 ft.,1,shot - 22
16087.0,0.0,1.25,1.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,1,Shot - 4
16088.0,0.0,5.33,2.0,0,32.0,2009-10,Right Side(R),Mid Range,Less Than 8 ft.,1,Shot - 3
16089.0,1.0,3.97,2.0,0,20.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,1,shot - 4
16090.0,1.0,0.02,2.0,0,40.0,2009-10,Center(C),Mid Range,16-24 ft.,1,Shot - 3
16091.0,,11.32,3.0,0,42.0,2009-10,Center(C),Mid Range,16-24 ft.,1,shot - 48
16092.0,1.0,8.93,3.0,0,27.0,2009-10,Center(C),Goal Line,Less Than 8 ft.,1,shot - 20
16093.0,0.0,7.23,3.0,0,45.0,2009-10,Center(C),Penalty Spot,24+ ft.,1,Shot - 3
16094.0,,7.17,3.0,0,35.0,2009-10,Center(C),Goal Area,Less Than 8 ft.,1,Shot - 4
16095.0,0.0,4.18,3.0,0,44.0,2009-10,Center(C),Penalty Spot,24+ ft.,1,Shot - 3
